PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	Condition
-51.6984428670592	-2.29450749519423	10.1530534999329	-22.9709564767633	0.480275031329238	-0.742750450565912	17.60387069827	-12.5122082162745	6.91549480293347	-16.4891119746423	10.7473203751377	0.0190553348844222	-0.360140676137999	4.18111659420057	7.47332017699373	-7.97879981471819	-31.5055909231408	11.9041290113691	8.83490482247781	-2.3273992060238	-1.17236081953465e-13	IBM
23.5525106828573	30.7292747373975	-2.08852020075231	32.3347454089969	-10.5750682527205	18.0270829086844	0.470915901045329	-1.78395745095476	2.25316425863781	-20.2706275827062	35.4998804574939	12.318431744817	16.1279361525753	2.32982271746251	0.598929858312173	-0.887227442301835	6.54478741390471	-3.05586318631188	-2.00122532645594	1.27228946781524	-1.20507770429157e-13	IBM
-66.4786154906747	-6.97167407044791	3.99102771405055	1.08614963229245	0.614375660401369	-12.7691654743424	16.4434775202515	-1.43124991574495	-1.92896126028436	2.42556185936649	-5.42201861430498	9.11564144151827	7.11413237624497	1.26813084726744	1.73407258870525	-4.88839261105544	24.4671765644098	3.64592303434905	25.9085498735488	-12.5787568608827	-9.40567068674625e-14	IBM
-18.9642059366395	26.2294405599258	-40.0958078869272	-6.07322715558609	11.2654643139859	-9.5215436465411	10.171891704594	-2.47812652858285	10.811560304915	17.8579917211848	-5.96663564054341	25.8979387076285	-1.05129405608439	17.0411236250329	-16.7054384047973	-2.90518079915771	-1.57421927497108	6.44234289492481	-10.5873286745894	6.33326983843006	-1.05110364856387e-13	IBM
11.4365385415095	52.9759085363515	-28.2699130843904	21.2368422257637	-4.08797143946241	15.9329985809627	13.0135796300428	-18.536902094851	-1.83668898885912	3.40615570184727	-14.6786744997163	-12.6512138464392	-21.844698864887	-12.7887276080411	9.52122733447622	5.52270505627688	-1.90656085263128	-1.83682014578005	5.06522495465311	-3.03742810198077	-1.23131973367441e-13	IBM
-2.07704649823202	0.868540352843325	33.332944304732	5.19128142372613	10.5239338439378	-11.2080344646255	1.76026607254607	-7.82706564643538	-2.85329999858541	17.3713079627958	7.88918529235479	5.89953094992969	1.21375086595816	-10.8975910234143	-17.7812546988769	20.3240655955685	-12.2474433995303	-21.6317931954006	10.3284841819431	4.51676679565569	-1.13308884844288e-13	IBM
-7.48388101406983	8.13153827515934	-5.43392560248761	-44.2028534257276	6.67567193289157	-7.38977534128572	-9.28078124913175	2.1613324477494	1.16311225363266	-20.2914343650813	14.9388541301126	0.738625280662552	-19.235180760987	-11.8512006502919	-5.8570676588747	16.9033701336837	14.8716576679122	4.44468402021503	-7.66489208856705	-3.99538050203164	-1.07094888512904e-13	IBM
-50.987066327886	-0.806543058630902	7.45177835251828	-6.68368834018415	-6.47306840372667	-6.7039605588965	5.99014150486432	-0.456025724359023	-12.066425891049	-8.23332918551559	-4.71164054332958	-4.937013531071	-2.25663765395236	-1.8515783143992	8.03504537310468	-11.0868880284327	9.21378263905324	-7.48481069380284	-0.359813920803315	32.8266292990977	-1.25597449107673e-13	IBM
-36.6541475052411	-2.00491266936114	-10.6142665578204	-6.2728434808854	-2.74747697949003	-6.24353733066264	3.70107285747232	4.81199519037712	-19.5191349594553	-3.97664790837213	0.541009642452282	-6.57588476285893	-2.19357846727091	7.82858188194978	-1.37158891111555	-17.5173728625856	-3.18486108693455	-28.1852268623521	-14.137219634041	-16.5932999349527	-9.72720168301855e-14	IBM
-73.8759047844555	-6.7174915322451	24.0249119930793	12.4175052708579	-8.62120802614332	3.14756934738709	15.2841180061643	-4.30385287341653	1.30166768242061	0.149737065528546	-14.9791290660596	-7.84973561218337	20.1312197318931	-9.94601014316188	-1.77033994549198	14.1535982377677	2.4256891775952	11.7368410332253	-23.2141330682519	-4.20579989360105	-5.23851795275476e-14	IBM
