"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensgene","symbol"
"1364","ENSG00000089250.20",1330.57338600044,-0.625271328093614,0.435774668193789,-1.43485010426434,0.151329816592054,0.333137567095511,"ENSG00000089250","NOS1"
"1365","ENSG00000089280.19",4398.1986140902,-0.0035763489037463,0.123928175355022,-0.0288582390041731,0.976977652184998,0.987695772945821,"ENSG00000089280","FUS"
"1366","ENSG00000089289.16",2214.85379714556,-0.0341839287894397,0.16232122836255,-0.210594320498171,0.833203844513448,0.911854074520388,"ENSG00000089289","IGBP1"
"1367","ENSG00000089327.15",321.420017699776,0.642710987447583,0.21959459772875,2.92680691645009,0.00342461418550482,0.0291553165566738,"ENSG00000089327","FXYD5"
"1368","ENSG00000089335.22",1876.14035478331,0.000795299760305713,0.142213792042529,0.00559228292054739,0.99553802705508,0.997682658737663,"ENSG00000089335","ZNF302"
"1369","ENSG00000089351.15",1020.18968217862,0.105650786447407,0.156982024923015,0.673011999298761,0.500939657102353,0.689590244422105,"ENSG00000089351","GRAMD1A"
"1370","ENSG00000089486.17",797.238665530675,-0.305092370710463,0.140510319894663,-2.17131646230101,0.0299072587437161,0.119526260889835,"ENSG00000089486","CDIP1"
"1371","ENSG00000089597.18",2397.19236764835,0.236521663011317,0.111304642676725,2.12499368690553,0.0335871396774738,0.128831937483186,"ENSG00000089597","GANAB"
"1372","ENSG00000089639.11",73.8608672558241,0.825004695284524,0.396641433452575,2.07997608344456,0.0375277266023859,0.138203755663632,"ENSG00000089639","GMIP"
"1373","ENSG00000089682.17",763.95637039778,-0.398436688241613,0.143735096584333,-2.7720208752762,0.00557094637966197,0.0399418229426043,"ENSG00000089682","RBM41"
"1374","ENSG00000089693.11",2726.97852914854,0.0842803892462393,0.0895315759591068,0.941348215346216,0.34652644184437,0.556434248288867,"ENSG00000089693","MLF2"
"1375","ENSG00000089737.18",3596.17902603368,0.14992350727978,0.125530907021971,1.19431549437892,0.232354578906984,0.436431548885023,"ENSG00000089737","DDX24"
"1376","ENSG00000089775.12",339.322356638235,-0.0628696304016052,0.188837588353344,-0.332929640490676,0.739187394672539,0.854377797658679,"ENSG00000089775","ZBTB25"
"1377","ENSG00000089818.18",535.678950286693,0.138933902365386,0.120531836055779,1.1526739068431,0.24904425531138,0.456383950114003,"ENSG00000089818","NECAP1"
"1378","ENSG00000089820.17",230.813544130448,1.06479139987715,0.29728074438013,3.58177049811075,0.000341273535460176,0.00633016143126292,"ENSG00000089820","ARHGAP4"
"1379","ENSG00000089876.12",593.826503743414,0.0133594729357772,0.151367382235321,0.0882585979785796,0.929671144520165,0.965146884552029,"ENSG00000089876","DHX32"
"1380","ENSG00000089902.10",652.952705495298,-0.0851004809177723,0.106288343051308,-0.800656765123266,0.423330378524459,0.625264452913316,"ENSG00000089902","RCOR1"
"1381","ENSG00000089916.18",1736.57055346818,0.00902849808063477,0.153777092987142,0.0587115928988833,0.953181825470044,0.976610398221884,"ENSG00000089916","GPATCH2L"
"1382","ENSG00000090006.18",6509.7163674464,0.423113405364595,0.190906225736326,2.21634157677491,0.0266681176142894,0.11064937847099,"ENSG00000090006","LTBP4"
"1383","ENSG00000090013.11",1727.88554010717,0.0548004307111407,0.163719374644504,0.334721720200392,0.737835015311894,0.853493259208009,"ENSG00000090013","BLVRB"
"1384","ENSG00000090020.11",270.309453800068,0.322731007274359,0.252387323860941,1.27871321878343,0.200998063025714,0.39870500989068,"ENSG00000090020","SLC9A1"
"1385","ENSG00000090054.16",670.776730667191,0.330567757306944,0.118511253547842,2.78933643355225,0.00528161676951221,0.0386051871021219,"ENSG00000090054","SPTLC1"
"1386","ENSG00000090060.19",2292.55719060305,-0.0186334880295408,0.104945190848048,-0.177554472758266,0.859072881779839,0.926123249453052,"ENSG00000090060","PAPOLA"
"1387","ENSG00000090061.17",631.127118460399,-0.0691802846485575,0.155814690950641,-0.443990770231495,0.65704925695936,0.800365069692227,"ENSG00000090061","CCNK"
